0.14126033	8.616471	0	2.3014464	0.06
0.2106772	8.665081	100	2.3002803	0.06
0.08738215	9.5219965	200	2.3016098	0.05
0.36947504	9.929018	300	2.3031626	0.05
0.16009913	10.543892	400	2.3008466	0.05
0.17325294	11.314602	500	2.2982364	0.08
0.59286237	10.157484	600	2.3001623	0.08
0.35805672	10.637602	700	2.2999554	0.09
0.392018	9.681208	800	2.2996254	0.07
0.242357	9.053812	900	2.3003287	0.14
0.357161	8.040847	1000	2.2991633	0.14
0.24327461	7.341462	1100	2.299875	0.15
0.22064658	7.8642435	1200	2.3012426	0.14
0.2430031	6.9065075	1300	2.2941768	0.12
0.15171161	7.4767046	1400	2.2989857	0.11
0.32426852	7.1678004	1500	2.2968848	0.11
0.26159123	7.408812	1600	2.2987413	0.11
0.48939526	7.316912	1700	2.299004	0.11
0.4693519	6.83617	1800	2.2940793	0.11
0.42831692	6.622163	1900	2.3014674	0.11
0.8620779	6.2614727	2000	2.2901387	0.1
0.33747703	6.793025	2100	2.2953038	0.1
0.508468	7.4517484	2200	2.288562	0.1
0.33984601	7.183758	2300	2.292941	0.1
0.293964	7.4843636	2400	2.298626	0.1
0.9425342	7.050709	2500	2.287143	0.1
0.47416192	6.341212	2600	2.2899365	0.1
1.1398503	7.2608337	2700	2.2908788	0.1
0.93065846	6.4334426	2800	2.2804832	0.1
0.9748815	6.5583954	2900	2.2881398	0.1
0.40566555	6.6019335	3000	2.2880867	0.1
0.55039465	6.9583855	3100	2.287772	0.1
0.3455847	6.6780853	3200	2.287166	0.1
0.8377589	7.304677	3300	2.2906597	0.1
0.5819105	6.9863124	3400	2.2925663	0.1
0.5712429	7.085416	3500	2.2860224	0.1
1.1839836	7.212735	3600	2.2885973	0.1
0.9139591	7.600639	3700	2.2928212	0.1
0.63290435	7.5610256	3800	2.2743773	0.1
1.0792353	6.908575	3900	2.2749658	0.1
1.7503451	7.1771507	4000	2.2809174	0.1
1.5377307	7.3407993	4100	2.2596886	0.1
0.62526655	7.0865393	4200	2.2886043	0.1
0.40378705	7.649891	4300	2.287731	0.1
0.9640089	7.8031464	4400	2.2853515	0.1
1.1848315	8.18659	4500	2.2961876	0.1
1.0707433	7.799697	4600	2.2873664	0.1
0.674145	8.1408825	4700	2.2757175	0.1
1.6325623	7.9712353	4800	2.2814813	0.1
1.7777625	8.271215	4900	2.2688174	0.1
1.5004351	8.082249	5000	2.283809	0.1
0.83062696	8.392647	5100	2.2900658	0.1
0.7866712	8.483865	5200	2.271665	0.1
1.0564187	8.897757	5300	2.2842402	0.1
2.2858462	8.333443	5400	2.2770905	0.1
1.4364806	9.182763	5500	2.2884116	0.1
1.6857349	8.707422	5600	2.2764916	0.1
2.1565275	9.850098	5700	2.277779	0.1
3.9979007	9.07819	5800	2.2518413	0.1
2.3743722	9.564478	5900	2.245847	0.1
2.454173	9.787027	6000	2.2413285	0.1
1.3503817	10.11619	6100	2.2838275	0.11
1.732832	9.893124	6200	2.2723942	0.11
3.122538	10.356421	6300	2.3029418	0.12
3.4775298	10.720706	6400	2.2465415	0.11
3.390052	11.084208	6500	2.2810338	0.13
2.602419	11.341671	6600	2.2533908	0.13
3.6379688	11.415903	6700	2.257169	0.14
3.1941388	11.811518	6800	2.2576861	0.13
2.523115	12.034858	6900	2.2971191	0.13
1.327921	11.97621	7000	2.256167	0.14
6.860627	12.926126	7100	2.2471116	0.14
6.7359915	12.607978	7200	2.2682755	0.13
1.1677008	13.041977	7300	2.2685313	0.14
1.9996285	13.127564	7400	2.2658393	0.14
2.5737274	13.434084	7500	2.268676	0.14
7.3008933	12.785958	7600	2.2613163	0.15
9.507097	13.057323	7700	2.2924953	0.16
3.1782024	13.493524	7800	2.2391791	0.15
4.489726	13.163212	7900	2.2273288	0.16
4.8985524	14.145945	8000	2.2360318	0.18
3.816153	14.273888	8100	2.2160115	0.17
4.8267403	14.654144	8200	2.2448573	0.18
6.749275	15.042198	8300	2.268454	0.17
6.3616834	14.01461	8400	2.2360902	0.18
6.3851604	14.581402	8500	2.2461143	0.18
7.5687675	15.055483	8600	2.2555995	0.18
8.231108	14.88937	8700	2.2468464	0.18
8.336377	14.367309	8800	2.2590644	0.18
5.049502	15.45623	8900	2.2206168	0.18
3.7812345	15.016756	9000	2.2512836	0.18
14.559603	15.466135	9100	2.234759	0.18
4.653015	15.153101	9200	2.2393503	0.18
19.46077	15.759319	9300	2.1985688	0.19
10.986328	14.990615	9400	2.2220368	0.18
10.452112	15.860357	9500	2.2330937	0.18
18.653456	15.170034	9600	2.2390542	0.18
4.177953	15.704909	9700	2.2397237	0.19
5.628236	15.273251	9800	2.2574966	0.19
6.7201004	15.668849	9900	2.2152195	0.21
13.198309	16.175674	10000	2.1755798	0.21
6.5974436	15.608438	10100	2.2675087	0.21
8.737611	15.647891	10200	2.2470782	0.21
17.152657	16.296623	10300	2.2112257	0.21
8.630659	16.407482	10400	2.2281747	0.22
6.312769	16.422567	10500	2.2274375	0.21
6.987443	15.665935	10600	2.258388	0.21
3.1913168	15.832672	10700	2.2445824	0.22
4.628046	16.116835	10800	2.1945598	0.21
11.318831	15.345018	10900	2.2595284	0.22
8.201059	15.996111	11000	2.2217214	0.21
3.8605516	16.144535	11100	2.2016385	0.21
11.668537	16.441479	11200	2.1774173	0.2
4.4195004	16.443665	11300	2.2206368	0.22
7.532403	16.282673	11400	2.190874	0.22
4.915396	15.914016	11500	2.251812	0.22
10.950386	16.057339	11600	2.238976	0.21
6.1062756	15.9742775	11700	2.2166772	0.22
10.636481	16.012024	11800	2.211888	0.23
11.422125	15.562288	11900	2.2537193	0.23
6.8513646	16.358215	12000	2.173301	0.23
20.890474	16.173647	12100	2.2491539	0.23
11.733433	15.721457	12200	2.2616477	0.23
11.322412	16.033695	12300	2.2112377	0.23
16.319025	16.238693	12400	2.2008061	0.22
5.4457936	16.045395	12500	2.2190125	0.22
8.46691	16.038595	12600	2.1965957	0.22
10.1539	15.990024	12700	2.258762	0.23
11.50814	15.950707	12800	2.2135208	0.24
15.559764	16.108303	12900	2.2055354	0.22
25.84061	15.621211	13000	2.2492545	0.22
15.833825	15.264028	13100	2.2238243	0.24
23.478117	15.720887	13200	2.1869721	0.23
9.737106	15.618062	13300	2.2021756	0.23
27.994585	16.497208	13400	2.1866398	0.23
19.04465	14.661173	13500	2.2240124	0.23
16.085672	16.438297	13600	2.1713755	0.23
30.20945	15.996422	13700	2.1985176	0.23
15.515126	15.442331	13800	2.2575126	0.23
10.819299	14.970558	13900	2.2805378	0.23
17.051956	16.825155	14000	2.145361	0.25
11.25533	16.489107	14100	2.1648688	0.25
22.946302	16.504425	14200	2.1586516	0.24
19.996252	15.267286	14300	2.2557237	0.25
18.760479	15.454075	14400	2.229927	0.25
25.508236	16.036516	14500	2.15639	0.26
7.267277	15.331995	14600	2.2620282	0.27
9.187135	16.338758	14700	2.193766	0.27
32.913624	16.111553	14800	2.1432462	0.26
8.841006	15.9574585	14900	2.1815975	0.24
25.508919	16.214157	15000	2.173738	0.26
12.326506	15.9922905	15100	2.1939266	0.25
16.176859	15.915049	15200	2.1965277	0.26
19.340874	15.493592	15300	2.2171004	0.28
20.424934	16.180824	15400	2.1717846	0.27
27.461342	16.222973	15500	2.1646404	0.27
16.603127	16.85625	15600	2.1605003	0.26
36.535595	15.913826	15700	2.1810415	0.28
7.9752197	15.587307	15800	2.2435524	0.28
13.337545	14.758334	15900	2.2578735	0.28
12.259173	15.862762	16000	2.191764	0.26
36.92491	15.535595	16100	2.232921	0.28
13.578507	16.34348	16200	2.1544995	0.27
26.677204	15.929364	16300	2.209186	0.28
31.526354	15.921738	16400	2.178143	0.3
36.173073	15.96447	16500	2.1838393	0.28
25.937128	16.138481	16600	2.1242805	0.29
21.068167	15.891779	16700	2.1706138	0.3
12.039501	16.47194	16800	2.162451	0.27
41.71474	16.219116	16900	2.1500926	0.29
94.09933	15.945524	17000	2.1219668	0.29
69.28963	15.896397	17100	2.1546812	0.32
11.851588	14.435846	17200	2.2669685	0.3
33.68435	15.179585	17300	2.1945803	0.3
26.235744	14.705505	17400	2.2131894	0.31
60.464508	15.463263	17500	2.1682248	0.31
19.551342	15.259272	17600	2.1750488	0.3
18.336967	15.84498	17700	2.1833477	0.31
32.28955	16.53427	17800	2.1278012	0.3
58.51659	16.279388	17900	2.1279576	0.32
31.240692	15.63245	18000	2.1726336	0.33
101.27119	16.23782	18100	2.1385899	0.33
20.827694	15.999362	18200	2.1800156	0.33
11.684488	14.92444	18300	2.1817412	0.32
47.621624	15.823523	18400	2.1661067	0.32
84.88648	14.622343	18500	2.1872518	0.32
12.331627	15.311306	18600	2.1961122	0.3
78.56555	16.262978	18700	2.0833654	0.33
42.864822	16.626081	18800	2.0909	0.33
16.947926	15.4991	18900	2.2269883	0.33
48.805565	15.336595	19000	2.2112365	0.32
24.628368	15.65484	19100	2.2118692	0.32
47.554737	15.5186	19200	2.1909246	0.32
14.691655	15.788615	19300	2.2107818	0.32
31.302687	15.576046	19400	2.1748652	0.31
55.176853	16.400738	19500	2.1641955	0.32
74.33511	16.901836	19600	2.0765243	0.31
17.706207	15.349557	19700	2.2170858	0.32
34.18408	15.467658	19800	2.2116902	0.33
25.618004	16.178677	19900	2.136737	0.33
